term,coefficient,standard_error,t_statistic,p_value,ci_lower_95,ci_upper_95
const,3299.26382169445,271.3316157533263,12.159525945895982,3.7781956806087706e-24,2763.1671072912454,3835.360536097655
Exchange_Rate,-1.9398395593726359,0.26176478910923306,-7.410620679632932,8.321256858857193e-12,-2.4570341479880886,-1.4226449707571833
Interest_Rate,54.57512635465885,32.488658720938595,1.6798208514371744,0.09505997583231612,-9.615930582459939,118.76618329177764
SP500,0.38369105926490243,0.0205462235123003,18.674529605657224,4.4293508073186e-41,0.34309585296077666,0.4242862655690282
WTI_Oil,0.49215738229993633,1.1106630052493862,0.4431203524145726,0.6583128766855768,-1.7022893881961991,2.686604152796072
