term,coefficient,conventional_standard_error,hac_standard_error,conventional_t_statistic,hac_t_statistic,conventional_p_value,hac_p_value,hac_ci_lower_95,hac_ci_upper_95,conventional_significant_5pct,hac_significant_5pct,standard_error_ratio_hac_to_ols
const,-4.277117911296695,5.598358110332599,5.212478070373331,-0.7639950548005566,-0.8205536509797453,0.44607027911502667,0.4132026476428481,-14.576481117729088,6.022245295135698,False,False,0.9310726408789267
Exchange_Rate,-0.5618546697633757,0.19957764225135607,0.2137663240751594,-2.815218495545475,-2.6283591309070267,0.0055294810767412645,0.00947237589804316,-0.9842366890696577,-0.13947265045709378,True,True,1.0710935436642424
Interest_Rate,-78.57885477406671,39.557273733050955,43.19511066658999,-1.9864577954575364,-1.819160862454854,0.048804341751397314,0.07088118514906552,-163.92830420885133,6.770594660717904,True,False,1.0919637930077963
SP500,0.4643246645113864,0.05204012554647066,0.05695887787784226,8.922435517507637,8.151927878691842,1.4808436374508437e-15,1.3115904054051897e-13,0.3517793140706683,0.5768700149521044,True,True,1.0945184562819563
WTI_Oil,2.4767666577585494,0.9431996996341223,0.6048600621467454,2.625919684579326,4.094776317299091,0.009537460298906465,6.885343936330926e-05,1.2816204365163344,3.6719128790007645,True,True,0.6412852573865082
