Date,model,actual,fitted,residual,residual_zscore,absolute_zscore,is_anomaly
2021-10-01,First-Difference OLS,-98.14013671875,140.74440922635694,-238.88454594510694,-3.524648059103273,3.524648059103273,True
2020-12-01,First-Difference OLS,282.1298828125,75.69276834695961,206.4371144655404,3.0458988962603164,3.0458988962603164,True
2011-08-01,First-Difference OLS,-253.0999755859375,-52.51337555177787,-200.58660003415963,-2.9595768436815724,2.9595768436815724,True
2022-04-01,First-Difference OLS,-62.599853515625,-258.0765222502983,195.4766687346733,2.8841818056073083,2.8841818056073083,True
2022-01-01,First-Difference OLS,-314.309814453125,-119.04433656627685,-195.26547788684815,-2.8810657672342805,2.8810657672342805,True
2022-12-01,First-Difference OLS,-236.130126953125,-59.31084408317695,-176.81928286994804,-2.6088993731842547,2.6088993731842547,True
2018-10-01,First-Difference OLS,-313.380126953125,-136.5920912689872,-176.7880356841378,-2.6084383331769043,2.6084383331769043,True
2022-08-01,First-Difference OLS,20.550048828125,-139.7645233996164,160.3145722277414,2.365378821861184,2.365378821861184,True
