Date,model,actual,fitted,residual,residual_zscore,absolute_zscore,is_anomaly
2021-06-01,Level OLS,3296.679931640625,2862.3837276673844,434.2962039732406,2.8330688226319825,2.8330688226319825,True
2021-05-01,Level OLS,3203.919921875,2848.120852844504,355.79906903049596,2.321004052924881,2.321004052924881,True
2021-03-01,Level OLS,3061.419921875,2718.0567760639497,343.36314581105034,2.239880096437738,2.239880096437738,True
2021-02-01,Level OLS,3012.949951171875,2675.205238923814,337.7447122480612,2.203229053178068,2.203229053178068,True
2021-01-01,Level OLS,2976.2099609375,2645.621642569302,330.5883183681981,2.1565453469931444,2.1565453469931444,True
2022-12-01,Level OLS,2236.39990234375,2565.351682925505,-328.951780581755,-2.145869628123372,2.145869628123372,True
2021-07-01,Level OLS,3202.320068359375,2883.993290049107,318.32677831026785,2.076558953978952,2.076558953978952,True
2021-08-01,Level OLS,3199.27001953125,2884.3916292421554,314.87839028909457,2.054063890697843,2.054063890697843,True
