Date,KOSPI,SP500,Exchange_Rate,WTI_Oil,Interest_Rate
2015-07-01,-44.0399169921875,40.72998046875,52.550048828125,-12.35000228881836,0.0040000000000000036
2015-08-01,-88.6700439453125,-131.66003417968773,6.8299560546875,2.0800018310546875,-0.041999999999999815
2015-09-01,21.320068359375,-52.15002441406227,16.56005859375,-4.1100006103515625,-0.08400000000000007
2015-10-01,66.659912109375,159.330078125,-54.300048828125,1.5,-0.02400000000000002
2015-11-01,-37.5,1.0498046875,14.969970703125,-4.939998626708984,0.125
2015-12-01,-30.659912109375,-36.469970703125,20.6099853515625,-4.6100006103515625,-0.03299999999999992
2016-01-01,-49.25,-103.699951171875,30.1900634765625,-3.420001983642578,-0.09100000000000019
2016-02-01,4.5999755859375,-8.010009765625,35.5,0.13000106811523438,-0.15399999999999991
2016-03-01,79.18994140624977,127.510009765625,-100.9000244140625,4.590000152587891,0.02400000000000002
2016-04-01,-1.6999511718747726,5.56005859375,-6.22998046875,7.579998016357422,-0.030000000000000027
2016-05-01,-10.75,31.64990234375,64.449951171875,3.180000305175774,-0.0129999999999999
2016-06-01,-13.050048828125227,1.91015625,-46.2999267578125,-0.7699966430663991,-0.121
2016-07-01,45.83996582031273,74.739990234375,-28.800048828125,-6.730003356933601,-0.1160000000000001
2016-08-01,18.4600830078125,-2.650146484375,-4.969970703125,3.1000022888183665,0.020000000000000018
2016-09-01,8.97998046875,-2.679931640625,-16.760009765625,3.5400009155273438,0.07400000000000007
2016-10-01,-35.4400634765625,-42.1201171875,45.0799560546875,-1.3800010681152344,0.04899999999999993
2016-11-01,-24.7099609375,72.66015625,21.1600341796875,2.5799980163574148,0.248
2016-12-01,42.97998046875,40.02001953125,37.4300537109375,4.280002593994148,0.08299999999999996
2017-01-01,41.110107421875,40.0400390625,-36.080078125,-0.9099998474121094,-0.04899999999999993
2017-02-01,24.06982421875,84.769775390625,-35.27001953125,1.1999969482421875,0.02200000000000002
2017-03-01,68.590087890625,-0.919921875,-16.919921875,-3.4099998474121165,0.04400000000000004
2017-04-01,45.2099609375,21.47998046875,12.919921875,-1.2699966430663991,-0.03100000000000014
2017-05-01,141.93994140625,27.60009765625,-6.0399169921875,-1.0100021362304688,0.01200000000000001
2017-06-01,44.41015625,11.60986328125,22.239990234375,-2.279998779296875,-0.016999999999999904
2017-07-01,10.919921875,46.89013671875,-22.0899658203125,4.129997253417969,0.06699999999999995
2017-08-01,-39.52001953125,1.349853515625,-0.7200927734375,-2.9399986267089844,0.040000000000000036
2017-09-01,31.280029296875,47.710205078125,22.6099853515625,4.439998626708984,0.004999999999999893
2017-10-01,128.9599609375,55.89990234375,-22.489990234375,2.710002899169922,0.24099999999999988
2017-11-01,-47.059814453125,72.320068359375,-42.7899169921875,3.020000457763672,0.12400000000000011
2017-12-01,-8.880126953125,26.030029296875,-11.1700439453125,3.0199966430664062,-0.04999999999999982
2018-01-01,98.969970703125,150.199951171875,3.050048828125,4.310005187988281,0.08999999999999986
2018-02-01,-139.099853515625,-109.97998046875,6.8499755859375,-3.0900039672851562,0.08700000000000019
2018-03-01,18.489990234375,-72.9599609375,-17.3900146484375,3.3000030517578125,-0.006000000000000227
2018-04-01,69.52978515625,7.179931640625,5.5999755859375,3.6299972534179688,-0.07899999999999974
2018-05-01,-92.369873046875,57.219970703125,7.4300537109375,-1.529998779296875,0.05799999999999983
2018-06-01,-96.880126953125,13.10009765625,45.510009765625,7.1100006103515625,-0.07500000000000018
2018-07-01,-30.869873046875,97.919921875,-3.8699951171875,-5.3899993896484375,-0.07799999999999985
2018-08-01,27.619873046875,85.22998046875,-1.2200927734375,1.0400009155273438,-0.07799999999999985
2018-09-01,20.190185546875,12.4599609375,-3.139892578125,3.4499969482421875,-0.06600000000000006
2018-10-01,-313.380126953125,-202.239990234375,25.389892578125,-7.94000244140625,0.05699999999999972
2018-11-01,67.170166015625,48.429931640625,-20.679931640625,-14.379997253417969,-0.06999999999999984
2018-12-01,-55.820068359375,-253.31982421875,-0.719970703125,-5.520000457763672,-0.11499999999999999
2019-01-01,163.81005859375,197.25,-7.300048828125,8.380001068115234,-0.018000000000000016
2019-02-01,-9.41015625,80.389892578125,6.0999755859375,3.4300003051757812,-0.004999999999999893
2019-03-01,-54.77001953125,49.909912109375,19.219970703125,2.9199981689453125,-0.013000000000000123
2019-04-01,62.920166015625,111.43017578125,24.4700927734375,3.770000457763672,-0.052999999999999936
2019-05-01,-161.85009765625,-193.77001953125,29.5899658203125,-10.40999984741211,-0.05699999999999994
2019-06-01,88.880126953125,189.699951171875,-32.8699951171875,4.970001220703125,-0.18300000000000005
2019-07-01,-106.070068359375,38.619873046875,25.1400146484375,0.1100006103515625,-0.1140000000000001
2019-08-01,-56.760009765625,-53.919921875,26.510009765625,-3.480003356933601,-0.21799999999999997
2019-09-01,95.260009765625,50.280029296875,-5.25,-1.029998779296868,0.123
2019-10-01,20.429931640625,60.820068359375,-38.2100830078125,0.1100006103515625,0.07000000000000006
2019-11-01,4.47998046875,103.419921875,13.31005859375,0.9899978637695312,0.135
2019-12-01,109.7099609375,89.800048828125,-20.6600341796875,5.890003204345703,-0.10200000000000009
2020-01-01,-78.659912109375,-5.260009765625,30.77001953125,-9.5,-0.016999999999999904
2020-02-01,-132.0,-271.300048828125,24.1900634765625,-6.8000030517578125,-0.1200000000000001
2020-03-01,-232.3699951171875,-369.6298828125,11.389892578125,-24.279998779296875,-0.16199999999999992
2020-04-01,192.9200439453125,327.83984375,-11.909912109375,-1.6399993896484375,-0.06699999999999995
2020-05-01,82.03991699218727,131.880126953125,27.18994140625,16.650001525878906,-0.14600000000000002
2020-06-01,78.73010253906273,55.97998046875,-39.489990234375,3.779998779296875,-0.028000000000000025
2020-07-01,141.0400390625,170.830078125,-8.929931640625,1.0,-0.02400000000000002
2020-08-01,76.7998046875,229.18994140625,-9.9700927734375,2.3400001525878906,0.0030000000000000027
2020-09-01,1.719970703125,-137.31005859375,-11.72998046875,-2.3899993896484375,0.07900000000000007
2020-10-01,-60.739990234375,-93.0400390625,-38.3399658203125,-4.430000305175781,0.0020000000000000018
2020-11-01,324.190185546875,351.669921875,-25.1900634765625,9.549999237060547,0.05499999999999994
2020-12-01,282.1298828125,134.440185546875,-17.909912109375,3.1800003051757812,0.0050000000000000044
2021-01-01,102.739990234375,-41.830078125,25.8699951171875,3.6800003051757812,0.0050000000000000044
2021-02-01,36.739990234375,96.909912109375,6.8399658203125,9.299999237060547,0.020000000000000018
2021-03-01,48.469970703125,161.739990234375,13.18994140625,-2.3400001525878906,0.138
2021-04-01,86.440185546875,208.280029296875,-25.68994140625,4.420001983642578,0.004999999999999893
2021-05-01,56.059814453125,22.93994140625,6.219970703125,2.7399978637695312,-0.0040000000000000036
2021-06-01,92.760009765625,93.39013671875,17.6600341796875,7.150001525878906,0.16800000000000015
2021-07-01,-94.35986328125,97.759765625,11.6099853515625,0.4799957275390625,0.11699999999999999
2021-08-01,-3.050048828125,127.42041015625,23.3900146484375,-5.4499969482421875,-0.008000000000000007
2021-09-01,-130.449951171875,-215.14013671875,21.9200439453125,6.529998779296875,0.10399999999999987
2021-10-01,-98.14013671875,297.83984375,-20.06005859375,8.540000915527344,0.3270000000000002
2021-11-01,-131.669921875,-38.3798828125,23.3699951171875,-17.389999389648438,0.11099999999999999
2021-12-01,138.639892578125,199.18017578125,-0.8499755859375,9.029998779296875,-0.15300000000000002
2022-01-01,-314.309814453125,-250.63037109375,17.8199462890625,12.94000244140625,0.26
2022-02-01,35.83984375,-141.60986328125,-10.1199951171875,7.569999694824219,0.2250000000000001
2022-03-01,58.469970703125,156.47021484375,12.8499755859375,4.55999755859375,0.08400000000000007
2022-04-01,-62.599853515625,-398.47998046875,61.85009765625,4.410003662109361,0.5719999999999996
2022-05-01,-9.150146484375,0.2197265625,-36.1199951171875,9.979995727539091,0.07800000000000029
2022-06-01,-353.260009765625,-346.77001953125,65.5599365234375,-8.909996032714844,0.45799999999999974
2022-07-01,118.860107421875,344.91015625,-6.5799560546875,-7.1399993896484375,-0.23899999999999988
2022-08-01,20.550048828125,-175.2900390625,55.0399169921875,-9.069999694824233,0.008999999999999897
2022-09-01,-316.56005859375,-369.3798828125,79.9801025390625,-10.060005187988281,0.6560000000000001
2022-10-01,138.1201171875,286.35986328125,-8.52001953125,7.040000915527344,0.3320000000000003
2022-11-01,178.919921875,208.130126953125,-96.280029296875,-5.9799957275390625,-0.3400000000000003
2022-12-01,-236.130126953125,-240.610107421875,-65.1099853515625,-0.29000091552734375,-0.2650000000000001
2023-01-01,188.68017578125,237.10009765625,-28.760009765625,-1.3899993896484375,-0.16999999999999993
2023-02-01,-12.22998046875,-106.4501953125,86.8499755859375,-1.8199996948242188,0.010000000000000231
2023-03-01,64.010009765625,139.16015625,-21.8499755859375,-1.3800048828125,-0.009000000000000341
2023-04-01,24.669921875,60.169921875,42.8900146484375,1.1100006103515625,-0.19799999999999995
2023-05-01,75.590087890625,10.35009765625,-19.5999755859375,-8.69000244140625,0.06700000000000017
2023-06-01,-12.840087890625,270.5498046875,3.2799072265625,2.5500030517578125,0.21799999999999997
2023-07-01,68.300048828125,138.580078125,-50.679931640625,11.160003662109375,0.08999999999999986
2023-08-01,-76.31005859375,-81.2998046875,50.6400146484375,1.8299942016601562,0.08899999999999997
2023-09-01,-91.199951171875,-219.6103515625,24.8199462890625,7.160003662109375,0.11500000000000021
2023-10-01,-187.080078125,-94.25,0.219970703125,-9.770004272460938,0.1889999999999996
2023-11-01,257.300048828125,374.0,-59.7099609375,-5.05999755859375,-0.2599999999999998
2023-12-01,119.989990234375,202.0302734375,-10.52001953125,-4.30999755859375,-0.4209999999999998
2024-01-01,-158.18994140625,75.81982421875,48.780029296875,4.1999969482421875,-0.08400000000000007
2024-02-01,145.27001953125,250.6201171875,6.760009765625,2.410003662109375,0.08499999999999996
2024-03-01,104.269775390625,158.080078125,16.4200439453125,4.909996032714844,-0.040999999999999925
2024-04-01,-54.56982421875,-218.66015625,24.8399658203125,-1.2399978637695312,0.129
2024-05-01,-55.5400390625,241.81982421875,0.97998046875,-4.94000244140625,-0.007000000000000117
2024-06-01,161.300048828125,182.97021484375,11.3299560546875,4.5500030517578125,-0.16999999999999993
2024-07-01,-27.130126953125,61.81982421875,-3.449951171875,-3.6299972534179688,-0.17899999999999983
2024-08-01,-96.3798828125,126.10009765625,-50.6199951171875,-4.3600006103515625,-0.15900000000000025
2024-09-01,-81.0400390625,114.080078125,-23.5799560546875,-5.3800048828125,-0.05600000000000005
2024-10-01,-37.1201171875,-57.02978515625,69.2698974609375,1.0900039672851562,0.04300000000000015
2024-11-01,-100.239990234375,326.9296875,14.7301025390625,-1.2600021362304688,-0.052999999999999936
2024-12-01,-56.419921875,-150.75,74.0899658203125,3.720001220703125,-0.26800000000000024
